,mjd_start,mjd_end,mjd_mean,n_expected,n_actual,good_data,avg_mag_auto,cleanavg_mag_auto,cleanmedian_mag_auto,cleansigma_mag_auto,avg_mag_aper1,cleanavg_mag_aper1,cleanmedian_mag_aper1,cleansigma_mag_aper1,avg_mag_aper2,cleanavg_mag_aper2,cleanmedian_mag_aper2,cleansigma_mag_aper2,avg_phot_aper2,cleanavg_phot_aper2,cleanmedian_phot_aper2,cleansigma_phot_aper2,avg_magzero,cleanavg_magzero,cleanmedian_magzero,cleansigma_magzero,avg_magzero_std,cleanavg_magzero_std,cleanmedian_magzero_std,cleansigma_magzero_std
10,55916.072118159726,55933.34989586806,55924.71100701389,621.9999974999519,63.0,True,4.761904761904762e+18,11.0722929364179,10.888212419700622,0.4119331890716529,12.111365566457115,12.111365566457115,11.80812240905762,0.4888415387176508,11.7715371537587,11.7715371537587,11.394044178466796,0.43987265729064795,-6.341696031746031,-6.341696031746031,-6.72007,0.4395462000000001,18.113233185504736,18.113233185504736,18.11300711288452,0.0011766125183108045,0.10019885072980612,0.10019885072980612,0.09986395886230603,0.003742642806091885
11,56171.767035613426,56193.85044920139,56182.808742407404,795.0028891666734,131.0,True,1.6030534351145038e+19,11.404037010247668,11.064979137268068,0.9318890769805899,12.25423729915648,12.25423729915648,12.005493786621091,0.5994010135345436,1.5267175572519084e+18,11.783842722806117,11.533879836120605,0.5365686424591072,-4.74719175572519,-6.356145891472868,-6.56489,0.5508219999999993,18.139022871675564,18.139022871675564,18.161837396240237,0.02380448715210015,0.09970257311394363,0.09970257311394363,0.09637708459472805,0.007806746336365578
12,56261.40545148148,56279.73878961806,56270.57212054977,660.0001729169162,64.0,True,10.87975770301938,10.87975770301938,10.86531947746277,0.39083838059387244,11.90904067176938,11.90904067176938,11.796087536735534,0.24898534051208365,11.46537348426938,11.46537348426938,11.359252650833131,0.267025376742553,-6.64679,-6.64679,-6.7531,0.2660382000000001,18.11216348426938,18.11216348426938,18.112295205688476,0.0012120522918728227,0.10291945759916343,0.10291945759916343,0.10261827874756069,0.00652406765747187
13,56560.461477268516,56581.37822950231,56570.919853385414,753.0030804166454,186.0,True,3.2258064516129034e+18,11.212484294626872,11.019576279144289,0.7873962165985109,12.112596786613054,12.112596786613054,11.916494637451173,0.4851016833572386,11.668826947903375,11.668826947903375,11.475457769012452,0.5801891822509759,-6.479734139784948,-6.479734139784948,-6.674144999999999,0.5788670000000007,18.148561087688325,18.148561087688325,18.158866048812865,0.005132040328977183,0.09721756168915124,0.09721756168915124,0.09571146701812783,0.005191493307494896
14,56605.26656253472,56623.46100696759,56614.363784751156,654.9999995832914,48.0,True,10.519660422010421,10.519660422010421,10.780774503707887,0.6913900956802363,12.024022297010424,12.024022297010424,11.833176775321961,0.5814679045776359,11.552958755343754,11.552958755343754,11.32879419837952,0.594774112496947,-6.517694166666668,-6.517694166666668,-6.75422,0.5752401999999996,18.07065292201042,18.07065292201042,18.086691957855223,0.0310747282638566,0.11643036750729892,0.11643036750729892,0.10940176023864723,0.01694006777038648
15,57331.98902777778,57331.98902777778,57331.98902777778,0.0,1.0,False,10.756482599487303,10.756482599487303,10.756482599487303,0.0,12.210202599487303,12.210202599487303,12.210202599487303,0.0,11.898112599487302,11.898112599487302,11.898112599487302,0.0,-7.83848,-7.83848,-7.83848,0.0,19.736592599487302,19.736592599487302,19.736592599487302,0.0,0.6683395674438479,0.6683395674438479,0.6683395674438479,0.0
16,57665.96100697917,57683.46100703704,57674.7110070081,630.0000020834268,92.0,True,1.0869565217391305e+18,11.036025343637155,10.849311896972655,1.2323725382232666,1.0869565217391305e+18,12.186371167812977,11.929146014251709,0.6257465617980973,11.769265181703153,11.769265181703153,11.38755943058014,0.7616733705673226,-6.333878804347826,-6.333878804347826,-6.7164,0.7608620000000004,18.10314398605098,18.10314398605098,18.103787789154055,0.0026927465667725414,0.09541720156196935,0.09541720156196935,0.09495063926696634,0.0035103755587777424
17,58009.98878475695,58028.93322921296,58019.46100698496,682.0000004165049,58.0,True,1.3793103448275862e+19,11.399257687564088,10.961321644897463,0.8385138609558087,12.377636199557863,12.377636199557863,11.965535147705078,0.8649520737304703,11.964078785764759,11.964078785764759,11.390375365142823,0.8791082076751708,-6.128441379310345,-6.128441379310345,-6.695295,0.8744959999999997,18.092520165075104,18.092520165075104,18.0972744386673,0.008649009811401598,0.09971442870725447,0.09971442870725447,0.09729543394470053,0.004470498915711045
18,58354.683229236114,58373.766567175924,58364.22489820602,687.0001658331603,82.0,True,1.097560975609756e+19,11.22434058153858,10.892614201965333,0.8131786622451784,12.216243267863202,12.216243267863202,11.874206119232177,0.7132107897323614,11.74916924347296,11.74916924347296,11.393186276626588,0.8227289594955405,-6.345878658536586,-6.345878658536586,-6.701295,0.8215893999999997,18.095047902009547,18.095047902009547,18.099431717681885,0.013121570396425142,0.12880533273036307,0.12880533273036307,0.09696569767761254,0.009424148676147118
19,58699.961007094906,58718.12767365741,58709.04434037616,653.9999962500588,69.0,True,2.898550724637681e+18,10.78424529616854,10.923809552917477,0.7580055097930911,12.140436967630801,12.140436967630801,11.864375476379394,0.6141711011810296,11.683096098065587,11.683096098065587,11.404781247253418,0.6502967743774404,-6.416185652173914,-6.416185652173914,-6.69678,0.6511545999999999,18.099281750239495,18.099281750239495,18.1003526763916,0.002550596008299877,0.09475207455886622,0.09475207455886622,0.09358739779663061,0.0029203591857917405
20,59043.62767366898,59057.93322921296,59050.78045144097,514.9999995832331,74.0,True,4.054054054054054e+18,11.256786657986705,10.92083581237793,0.7516741292648312,12.188795647683014,12.188795647683014,11.914636309356688,0.5609799099838257,11.731963890926258,11.731963890926258,11.406661411361696,0.6538239700653081,-6.365927702702702,-6.365927702702702,-6.690325,0.6552191999999999,18.097891593628958,18.097891593628958,18.100554328727725,0.0023271073761002015,0.09444972223477754,0.09444972223477754,0.09394716548919657,0.002826231782532468
