,mjd_start,mjd_end,mjd_mean,n_expected,n_actual,good_data,avg_mag_auto,avg_mag_aper1,avg_mag_aper2,avg_phot_aper2,avg_magzero,avg_magzero_std
0,54193.15613451389,54212.54502334491,54202.8505789294,697.9999979166314,206.0,True,11.484750637582577,12.021689084184517,11.876769715252477,-6.2232424271844655,18.100012142436942,0.09840730445365543
1,54227.795534074074,54249.544933784724,54238.6702339294,782.9783895834116,243.0,True,3.2921810699588475e+18,4.1152263374485594e+17,8.230452674897119e+17,-5.408124773662552,18.131988329724912,0.1114908937453909
2,54537.87767364583,54557.266562523146,54547.572118084485,697.9999995833205,247.0,True,1.2145748987854252e+18,12.044150821411813,11.935603695905737,-6.165418623481782,18.101022319387518,0.09571792641674447
3,54617.29484681713,54637.433845266205,54627.364346041664,725.003944166674,261.0,True,7.662835249042145e+17,12.0503816606868,11.899456488273009,-6.251897279693487,18.151353767966498,0.09806340958290546
4,54882.433229236114,54901.79434033565,54892.11378478588,696.999999583204,276.0,True,11.602219882849264,12.038688795892742,11.913392491544917,-6.198162065217392,18.11155455676231,0.09537564553191684
5,55005.26709783565,55026.656018981485,55015.96155840857,770.0011612501403,199.0,True,5.0251256281407034e+17,12.071612212379495,11.915239096801605,-6.243147989949748,18.158387086751354,0.10096648210013692
6,55226.90545144676,55246.12767368055,55236.51656256366,692.0000004166213,302.0,True,9.933774834437087e+17,12.059495812907693,11.93366899171564,-6.178743443708609,18.112412435424247,0.09700583128968304
7,55394.10041416666,55415.85048400463,55404.97544908564,783.0025141667866,156.0,True,6.410256410256411e+17,12.027111287229978,11.857822505178698,-6.287275769230768,18.145098274409467,0.10242657118058816
8,55571.46100703704,55589.18322921296,55580.322118125,637.9999983331945,251.0,True,11.614595362590775,12.024599545857708,11.910281458208303,-6.20305266932271,18.113334127531015,0.09627519208809275
9,55784.65594979167,55805.26712803241,55794.96153891204,742.0024166665971,198.0,True,1.01010101010101e+18,12.039759487211825,11.90373585084819,-6.240419343434344,18.144155194282533,0.10344268819011347
10,55915.98878475695,55932.68322921296,55924.33600698496,601.0000004165049,196.0,True,5.1020408163265306e+17,12.036918422465035,11.93118240205687,-6.182169591836734,18.113351993893605,0.09690651644913024
11,56171.98925868056,56193.85044920139,56182.91985394097,787.002858749911,197.0,True,1.0152284263959391e+18,12.003036054202628,11.852367729329528,-6.3019569035533,18.15432463288283,0.1005379232609938
12,56260.59989586806,56279.90545143519,56270.25267365162,695.0000004167086,222.0,True,9.009009009009009e+17,12.047020626684652,11.930099500558528,-6.18187891891892,18.111978419477445,0.09761523984603213
13,56561.82259403935,56583.15601427083,56572.4893041551,768.0031283332792,198.0,True,11.437778481851058,12.016106057608633,11.838623481851059,-6.308562979797979,18.14718646164904,0.10102101749574284
14,56605.09989979167,56623.183229201386,56614.14156449653,650.9998587498267,207.0,True,4.830917874396135e+17,12.020017237432358,11.88801066738405,-6.192776231884058,18.080786899268112,0.10637016814927547
15,56951.19731481482,56958.200787037036,56954.69905092593,252.12499999988358,3.0,False,10.246594485270181,10.741124485270182,10.439304485270183,-6.307803333333332,16.747107818603514,0.31039936016845776
16,57666.40545153935,57683.93322921296,57675.16934037616,630.9999962500005,245.0,True,11.552875717202946,12.011544411080497,11.881716370264169,-6.219749795918366,18.101466166182536,0.10031956499764574
17,58010.21100697917,58029.48878475695,58019.84989586806,694.0000000001164,222.0,True,4.504504504504504e+17,12.034710797963186,11.924992149314534,-6.168962657657659,18.093954806972196,0.1021388840164321
18,58355.57211809028,58374.01656253472,58364.794340312495,664.0000000000291,249.0,True,4.0160642570281126e+17,12.032617277957655,11.91334872374079,-6.177488112449799,18.09083683619059,0.10438890217167493
19,58701.57211809028,58718.5443403125,58710.058229201386,611.0000000001455,262.0,True,11.574728669136864,11.995160768373506,11.867929585167396,-6.227466679389313,18.09539626455671,0.09972011988213235
20,59043.79434032407,59057.98878476852,59050.8915625463,511.0000000000291,164.0,True,11.662627566914445,12.01083329862176,11.886719152280296,-6.212135243902439,18.098854396182734,0.09523664232160983
