,mjd_start,mjd_end,mjd_mean,n_expected,n_actual,good_data,avg_mag_auto,avg_mag_aper1,avg_mag_aper2,avg_phot_aper2,avg_magzero,avg_magzero_std
0,54193.54502340278,54213.01724555556,54203.28113447917,700.999997499981,561.0,True,8.774909971494896,9.018518937626803,8.907800595380813,-9.192755276292337,18.100555871673148,0.10040223112055334
1,54227.68442244213,54250.044935798614,54238.86467912037,804.9784808334662,702.0,True,1.4245014245014245e+17,9.137641155624824,9.00877597043964,-9.12084564102564,18.129621611465282,0.11135390127289596
2,54538.238786215275,54557.683229201386,54547.961007708334,699.9999474999786,655.0,True,8.800846457884111,9.024706351013883,8.91614149605205,-9.185134809160306,18.101276305212355,0.09778769311844918
3,54616.96151248843,54638.4616312037,54627.71157184607,774.0042737498588,665.0,True,1.5037593984962406e+17,9.097840627751859,8.974834943541333,-9.175044812030075,18.14987975557141,0.09934823601758001
4,54882.79434033565,54902.211006921294,54892.50267362847,698.9999970832723,625.0,True,8.81051154811084,9.02770250811084,8.919467100110841,-9.192123216,18.111590316110842,0.09646396167807614
5,55005.40599138889,55027.48935231481,55016.447671851856,795.0009933331457,745.0,True,8.869196444782846,9.117468941427141,8.994828095789558,-9.160655677852349,18.155483773641905,0.10215851529010544
6,55227.2943403125,55246.711006944446,55237.00267362848,698.9999987499614,693.0,True,8.77737216235085,9.020616015164704,8.91009662122531,-9.202351038961039,18.112447660186348,0.098149293617788
7,55394.10041416666,55416.54493053241,55405.32267234953,808.0025891667756,713.0,True,8.856769595201019,9.116123045411397,8.986600226337066,-9.158719579242636,18.145319805579703,0.10295521647688982
8,55571.82211809028,55591.266562627316,55581.5443403588,700.0000033334072,603.0,True,1.658374792703151e+17,9.011933395688892,8.903012102156556,-9.210058059701492,18.113070161858047,0.09758482795259836
9,55783.3226102662,55805.73935166666,55794.53098096643,807.0026904166443,627.0,True,8.865997971319903,9.11354286765164,8.986499135594224,-9.155198979266347,18.141698114860574,0.10381470990678959
10,55916.3498958912,55933.93322921296,55925.14156255208,632.9999995833496,550.0,True,1.8181818181818182e+17,9.022131173659309,8.915816682750217,-9.197620327272727,18.113437010022945,0.0986116450733809
11,56172.2670375,56194.60045174768,56183.43374462384,804.0029129165341,701.0,True,4.279600570613409e+17,9.113659356448382,8.98850678868804,-9.155321041369472,18.143827830057514,0.10197877594832175
12,56260.905451412036,56280.349895879626,56270.62767364583,700.0000008332427,627.0,True,8.8075278893538,9.02814385426608,8.918209851076288,-9.193719681020733,18.111929532097022,0.09936052605677946
13,56561.26703618056,56583.7671277662,56572.517081973376,810.0032970831671,723.0,True,8.845574803914536,9.123754209170414,8.987895868921452,-9.15254338865837,18.140439257579818,0.10145324702812387
14,56605.46100697917,56624.572118020835,56615.0165625,687.9999975000392,478.0,True,8.800203742833956,9.053383763754457,8.928014433210526,-9.147856527196653,18.075870960407176,0.11048508971548682
15,56951.19731481482,56962.8605787037,56957.02894675926,419.8774999998277,5.0,False,8.988517615249634,9.022849615249633,8.968729615249634,-7.738639999999999,16.707369615249632,0.2672820918212896
16,57340.61806712963,57340.61806712963,57340.61806712963,0.0,1.0,False,13.040504416732785,13.742394416732786,13.472494416732786,-2.53783,16.010324416732786,1.407640658737181
17,57666.099895949075,57685.3498958912,57675.72489592014,692.9999979165732,578.0,True,1.7301038062283738e+17,9.031964420433837,8.918643814897504,-9.182274775086507,18.10091858998401,0.09995545098797755
18,58010.54434032407,58029.90545143519,58020.224895879626,697.0000000002037,527.0,True,8.784277746918622,9.040857196633992,8.925006228892057,-9.169624079696396,18.09463030858845,0.10243920303472126
19,58355.37767365741,58374.433229236114,58364.90545144676,686.0000008334464,583.0,True,8.79763145960682,9.034436279503904,8.916130859263767,-9.175597684391079,18.09172854365485,0.10334318564439511
20,58699.62767368055,58718.96100700231,58709.29434034143,695.9999995833496,613.0,True,8.785481162409324,9.020245354905244,8.907247279864462,-9.189007177814029,18.09625445767849,0.09956045568964661
21,59044.15545145833,59057.98878476852,59051.07211811343,497.9999991666118,385.0,True,8.772441204129901,9.01385398335068,8.903417879454576,-9.195950051948053,18.09936793140263,0.09501648264627818
