,mjd_start,mjd_end,mjd_mean,n_expected,n_actual,good_data,avg_mag_auto,avg_mag_aper1,avg_mag_aper2,avg_phot_aper2,avg_magzero,avg_magzero_std
0,54192.739467858795,54212.23946777778,54202.48946781829,701.9999970833596,553.0,True,10.321385649030384,10.407449030585541,10.337303316299824,-7.763113652802892,18.10041696910272,0.09903981589763296
1,54227.01775269676,54249.044931840275,54238.031342268514,792.9784491665487,634.0,True,7.886435331230284e+17,10.49599361365923,10.398288313974687,-7.724872586750788,18.123160900725473,0.11264696996348285
2,54537.43322924768,54556.87767362269,54547.15545143519,699.9999975001265,608.0,True,10.289701280453205,10.390508895584784,10.30827195479531,-7.79275552631579,18.1010274811111,0.09600757963526871
3,54615.62817916667,54637.46162483796,54626.544902002315,786.0040441664751,630.0,True,1.5873015873015872e+17,1.5873015873015872e+17,1.5873015873015872e+17,-7.6269447619047614,18.15226294531686,0.09833961494549949
4,54881.98878954861,54900.32212255787,54891.15545605324,659.9999883332639,618.0,True,10.277668703654639,10.387907263525188,10.30329931854137,-7.808286731391586,18.111586049932956,0.09546501950463347
5,55004.10042671296,55026.406018981485,55015.25322284723,803.0013216668449,612.0,True,10.31092386976055,10.46152205603506,10.355736533159243,-7.799717532679739,18.15545406583898,0.10277229247640472
6,55226.461007025464,55245.87767365741,55236.16934034144,698.9999987499614,634.0,True,1.5772870662460566e+17,10.390239182040217,10.2992016110623,-7.812962492113564,18.112164103175864,0.09657559572906979
7,55393.26707796296,55415.57270548611,55404.41989172454,803.0025908334064,616.0,True,10.285959241720546,10.450566871590675,10.338181222240026,-7.8058379870129855,18.144019209253013,0.10314849598966329
8,55571.01656253472,55589.405451412036,55580.211006973375,661.9999995833205,594.0,True,10.277454138236768,10.386284256081886,10.30129125944889,-7.811612003367002,18.112903262815895,0.09641223235495715
9,55782.43372006944,55804.82268221065,55793.62820114005,806.0026370835258,664.0,True,4.5180722891566266e+17,10.477581096284474,10.373755599296524,-7.76954201807229,18.143297617368813,0.10268256748711929
10,55915.54434030093,55933.71100697917,55924.62767364005,654.0000004166504,554.0,True,10.291138626965548,10.393557453680348,10.31231961974533,-7.80108236462094,18.113401984366273,0.09823090540927924
11,56172.933706655094,56193.62822618055,56183.28096641782,745.0027029165358,649.0,True,4.6224961479198765e+17,10.45745515895109,10.352181876978824,-7.792629922958397,18.14481179993722,0.10125047799992964
12,56260.09989586806,56278.54434033565,56269.32211810185,664.0000008332427,635.0,True,10.266916132416373,10.385888447377003,10.29800684107779,-7.813870330708662,18.11187717178645,0.09866069522515249
13,56561.35036986111,56582.21156609954,56571.780967980325,751.0030645835213,642.0,True,1.557632398753894e+17,10.455425303877952,10.33845349702437,-7.800672476635515,18.139125973659883,0.10161347087608166
14,56604.655451412036,56623.21100696759,56613.93322918982,667.9999999999709,493.0,True,10.2642166778891,10.398202397970234,10.303612215414452,-7.773403995943205,18.077016211357662,0.10947933346282153
15,57665.29434030093,57683.98878476852,57674.64156253472,673.0000008332427,600.0,True,10.241648407588832,10.379457174255498,10.281949874255497,-7.8188825,18.100832374255496,0.09932171107266739
16,58010.683229236114,58029.099895914354,58019.891562575234,663.0000004166504,559.0,True,10.230956253318581,10.384107684445596,10.284145645089602,-7.809544686940967,18.09369033203057,0.10150286075017453
17,58354.516562557874,58373.627677916666,58364.072120237266,688.000152916502,518.0,True,3.861003861003861e+17,10.38492373338162,10.283275605968491,-7.802724845559845,18.086000451528335,0.1056494555230453
18,58699.988784837966,58718.15545136574,58709.07211810185,653.9999949998455,611.0,True,10.256880387132462,10.38507464245161,10.289906933777306,-7.806227823240589,18.096134757017897,0.09867066725041326
19,59043.37767365741,59057.98878476852,59050.68322921296,525.9999999999418,408.0,True,2.4509803921568627e+17,10.3884108763936,10.307893999677912,-7.791443788480391,18.099337788158305,0.09495236547945053
